facebook_pages.edgelist,node2vec_snap,logisticalregression,0.902312925170068,0.9126957054915437,0.8523809523809524,0.8426395939086293
facebook_pages.edgelist,node2vec_snap,randomforest,0.9259410430839004,0.9349821689112433,0.85,0.8396946564885497
facebook_pages.edgelist,node2vec_snap,gradientboost,0.9160090702947845,0.918356970996515,0.85,0.851063829787234
facebook_pages.edgelist,node2vec_eliorc,logisticalregression,0.9272335600907029,0.9326838121980473,0.8595238095238096,0.8528678304239401
facebook_pages.edgelist,node2vec_eliorc,randomforest,0.8836961451247165,0.890856797919165,0.7952380952380952,0.7828282828282828
facebook_pages.edgelist,node2vec_eliorc,gradientboost,0.8858503401360545,0.9097164186190281,0.8404761904761905,0.8241469816272966
facebook_pages.edgelist,node2vec_custom,logisticalregression,0.9276190476190476,0.9434634862902007,0.861904761904762,0.8505154639175257
facebook_pages.edgelist,node2vec_custom,randomforest,0.9170861678004535,0.9184951441954943,0.8476190476190476,0.8391959798994973
facebook_pages.edgelist,node2vec_custom,gradientboost,0.910952380952381,0.9076704866274843,0.8357142857142857,0.833734939759036
facebook_pages.edgelist,deepwalk_phanein,logisticalregression,0.9871201814058956,0.9785562385519688,0.9285714285714286,0.9318181818181818
facebook_pages.edgelist,deepwalk_phanein,randomforest,0.9795011337868481,0.9769460648337696,0.9333333333333333,0.933649289099526
facebook_pages.edgelist,deepwalk_phanein,gradientboost,0.969297052154195,0.9594286114741106,0.9214285714285714,0.9241379310344828
facebook_pages.edgelist,deepwalk_custom,logisticalregression,0.9163945578231293,0.9136103695674899,0.85,0.8413098236775819
facebook_pages.edgelist,deepwalk_custom,randomforest,0.8992743764172335,0.9131946638737378,0.8428571428571429,0.8366336633663367
facebook_pages.edgelist,deepwalk_custom,gradientboost,0.8901587301587303,0.8952699164802953,0.8,0.792079207920792
